url,price,images,name,highlights
https://www.flipkart.com/tecno-pova-curve-5g-geek-black-128-gb/p/itma403c7d655267,"₹15,999",https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/m/f/p/-original-imahceeaqzsbsg94.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/m/f/p/-original-imahceeaqzsbsg94.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/l/q/u/-original-imahceea6zhkmz26.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/d/7/w/-original-imahceea8wkjtzfv.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/f/k/o/-original-imahceeacftzsztg.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/u/h/i/-original-imahceeapthcfv3f.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/9/0/r/-original-imahceeavqg4bgrh.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/3/c/b/-original-imahceeabhtygn9d.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/k/5/x/-original-imahceeaycpj9fg8.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/h/w/3/-original-imahceeasne7adpv.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/h/k/e/-original-imahceear7mzzhtn.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/v/v/6/-original-imahceeaw6qhmjmr.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/p/f/3/-original-imahceeabxhg4xqd.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/d/n/u/-original-imahceeapzwtz2q8.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/e/n/c/-original-imahceeaffph5dzj.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/4/h/x/-original-imahceeasezyrqep.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/4/c/0/-original-imahceeaf3yx9m2c.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/6/8/u/-original-imahceeacnwjbxmh.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/b/i/u/-original-imahceeac4yrar5q.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/i/n/s/-original-imahceeahm7hf3xz.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/e/y/j/-original-imahceeakftevwbn.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/x/k/l/-original-imahceeanc9xtgut.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/128/128/xif0q/mobile/4/3/o/-original-imahceeadgzfnzmz.jpeg?q=70&crop=false;https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/m/f/p/-original-imahceeaqzsbsg94.jpeg?q=70&crop=false,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)  (6 GB RAM)",6 GB RAM | 128 GB ROM | 17.22 cm (6.78 inch) Display | 64MP Rear Camera | 13MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultimate Processor
https://www.flipkart.com/lava-agni-2-glass-viridian-256-gb/p/itm1a372522c134e,"₹15,992",https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/2/d/s/agni-2-agni-2-lava-original-imahcqfrpbs8taae.jpeg?q=70&crop=false,"LAVA Agni 2 (Glass Viridian, 256 GB)  (8 GB RAM)",8 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Display | 50MP Rear Camera | 4700 mAh Battery | Octa-core 2.6GHz MediaTek Dimensity 7050 6nm processor Processor
